sentiment,content
neutral,@irgxana  I know... kittie should be a professional....
neutral,@RelientTU That would be SOOOOOO much and Geeky to the ultimate LEVEL! But I work 9 to 530am
happiness,best show of my life. mcfly rocks my world  i wanna meet you guys ;;
sadness,Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home
sadness,study study study.  What fun on a Saturday.
sadness,Stupid shopping bags left a red mark on my arm
neutral,@angellr Busy but fantastic. Tried to unplug for a few days.   Thank you for the FF!!
neutral,Nursing sore back today
neutral,Wife and kids have made it to San Antonio...almost to Corpus!  Praying for safety the rest of the way.  Guess I'll watch the game alone
neutral,"@medic60 all work, no play."
sadness,not a very good day at the house
sadness,"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool...."
sadness,"@AwkwardTown I know. I think I'm going to have to miss it, though.  This is when sacrificing money for job happiness sucks ass."
sadness,"Played a show tonight @ Chinnerys, southend. Snapped my guitar strap, ripped off the strings then threw my guitar across the stage..."
neutral,@plbrickner no I don't mind Kent it's just my best friend is going there and Im going to miss her
sadness,@StanGill Uh.... what does that mean?
neutral,"got stood up, again"
neutral,@BADDESTnLA I'm in traffic on the 405 and I still don't see the sun
neutral,tierd.i just want to talk
neutral,@backstreetboys   why!!!! u have to bring it to you 24/7 like the @backstreet_team
neutral,I can't help it if I'm a GRAMMAR NAZI!
sadness,sitting around doing fuck all....tired
sadness,so bored...miss everybody already
sadness,@rodmcnasty000  I miss you
neutral,@RobPattzNews  Youtube? outside the US can't see it
sadness,@MyroneTadrid  aw her latest  selenagomezLast day of shooting... Goodbye Canada. 
neutral,@hollymarie79 I have the twitter but I can't follow you
neutral,@knitkat it stings
sadness,It just had to rain on me almost a perfect day now my clothes are wet
neutral,I wanna listen to the full Send It On
sadness,@bellagm yes that sucks. i miss you
neutral,@calvinharris You should get tickets Scotland told! They aren't selling tickets for ANY of your scottish dates yet!
neutral,goodbyeeee Arizona. See you in 3 weeks.
neutral,nothing to do on a friday night
sadness,Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography  http://yfrog.com/0xhu5j
neutral,@Impala_Guy Iï¿½m afraid yes - both are true  I hope u r not disappointed yet
neutral,tried to whore out my twitter @ FFAF but LJ dies everytime i try
happiness,i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!
sadness,"PLEASE PLEASE, ANYONE?"
sadness,missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!
sadness,"@adamtheeditor I heard it was disappointing, which I am disappointed by before I've even seen it.  What a waste of C. Bale."
sadness,@TraceyHewins Tired! I may have to go to bed. Trouble is I miss all my American evening friends.     X
sadness,@CSURyan I am surprised you haven't fired @StuckeyCSU for announcing the whole world of they body they'd found Selfish
sadness,I don't like my dress
neutral,Ugh that walmart was so hot and white  is it wrong that I can see how people become agoraphobics?
sadness,Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school
neutral,Im moving to canada
happiness,it's too beautiful to stay inside
neutral,Anyone want my chocolate nutella mochi? Its just gonna go to waste
sadness,@RIngram08 glad u feel like cooking I'm so tired
neutral,Ouchhhhhh I burnt my frkn tongue
happiness,Finally eating unagi I've been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!
sadness,At my rehearsal...gonna miss the game  please keep me updated! Go Nuggets!
neutral,@Jalisa_ i know !  my BG looks emo now .! lol
sadness,@jessicaca yeah i know  been dealin with it for over 2 yrs now
sadness,@cthundr How could you go to Cali without me??? I'm sad.
sadness,is feeling sad  I so dont do goodbye'z!!!!
sadness,@Xx_JessicaB_xX yip.....aw gonna miss them on bb
neutral,laying across my bed... hurt my back a few days ago
sadness,@BigHeadAsian Ahhh...can't do this one....will be in las Vegas that weekend  #noctweetup
neutral,it's Friday here in Chicago...and I'm stuck @ home AGH I'M BORED!!! grr!
neutral,@AndyR3w wish i was rollin with ya
neutral,"missing my granpa, goingo to church, its been two hard months without him!!"
sadness,@wersching and I have to wait till January. Life is not fair!
neutral,My dad just told me that he wants to put me up for sale on craigslist
sadness,already missing my biddy bops  home at mom's for the night watching my little bro and getting some rest for my birthday party tomorrow :-D
neutral,Im lonely werkin
sadness,@materialistic i know i suck.  my data plan is weak sauce.
neutral,"@backstreetboys Hey boys, do you wanna see my teeth? (damn it, twitter donï¿½t wanna change my picture)"
neutral,"@PrincessPDexter Ohhh, he is very regal man-cat! But he is blocked"
neutral,"@cakewrecks that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we've got a long wait tho."
happiness,so I just had a violent fightclub like sex dream involving heavily tattooed ladies. I didn't wanna wake up.  lol.
neutral,"Stepped on Coco's foot earlier while feeding the cats; no harm done AFAIK, but now she runs away from me"
neutral,@RezaEvol awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards
sadness,@irize yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can't no mo
sadness,@jwalsh Damnit all. That sucks.  You were one of the ones I thought I'd drag back lol
sadness,"@aaronob My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour."
sadness,Well it's after 6 and i didn't get a call back  oh well
neutral,@urbanfrolicker I'm going to Cali in like two weeks! But it's nor cal
sadness,@renegadepr cool. looking forward. san francisco was really nice. didn't make it out to napa though  maybe next time.
happiness,@kidcatastrophe so cool to hear you guys on 104.5! and i can't believe you in were cherry hill a few weeks ago and i missed it  come back
neutral,"@tamtamdoll no, New orleans.. been here since katrina .."
sadness,omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!
sadness,"@rdougan I wish I was! well, for the past hour I have been. But before that I was in bed. Proper migraine!"
happiness,Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.
sadness,@michaelpietsch He's totally ignoring me!! How sad!  I am heartbroken
sadness,"Got stuck in a traffic jam today, i now have one sunburned arm"
sadness,@coliwilso *hugs*  still feeling poorly are you
neutral,I was the blue  lol http://twitpic.com/67zgz
sadness,"On my way to work, I'm kinda sad"
happiness,I love it when it rains on me when im golfing
sadness,"chillin on break eatin some grub. pretty burnt out had an eventful day. wanting to go to the movies with Ian, not happening though."
sadness,I missed your calls
neutral,No one's coming in
neutral,D'oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.
sadness,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow
sadness,Why the fuck can't I be over this ??? I feel like crying bit I realy don't want to  why is this bothering me sooooooo much !?
sadness,@survivorqueen I can't shes taken my keys to muh car.
neutral,@sophiebenjamin  it's very pleasant. i sooo rarely just have time to kill...
sadness,"No Rockin on the River for me, tonight..."
neutral,@PrincessSuperC i misss youhhhhhhh ci! Tell dem japenese ppl to give yu a computer or sumthinnn. Ya twit fam misssesss supa c!
neutral,Nite nite my fellow tweeters goin to put ma ipod in n listen to some westlife missin those guys  then headin to sleep early start  7am x
sadness,"@BodyWisdomInc sorry I missed you @pcharityclassic. Saw you across the way, I was busy taking pix-abt 4:15 came to meet U-but U were gone"
sadness,@dougreport just checked again and it worked!! Sorry
neutral,@pandamachinne and i have cheese and no chips.
happiness,@emilygrace_BHB I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove.
neutral,@Bea0414 eh..not sure daw guesting ni cha on monday
happiness,@hannahgramm Haha damn you not inviting me
sadness,@Kalediscope Girl *cries* I'm allergic to seafood
sadness,Just got to the gym but w/no energy
neutral,Is on break...I'm so tired
neutral,Tempted to buy MAC at ACW....even though I don't need anything....but I want to try dazzleglasses
sadness,"God, why can't I be at #asylum? Really. I never get to do anything cool!"
sadness,@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.
sadness,"I'd rather be at #BEATweetup.  Instead, I'm taking my cue from @vromans and shutting down. @wirechairs @annacarollo reprezent-zent!"
sadness,my fab broke
neutral,@katevoegele WIsh they were in Toronto  Will you be coming back here soon?
anger,UUUUUGH!!! I HATE I MISSED @WAYNEDASTAR INTERVIEW!!! I WASNT AT HOME!!! DARN!!!
happiness,I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout @norabf and have missed the segment about Chevron
happiness,says Morning.  http://plurk.com/p/x34ap
neutral,"@RedFieldWines @shakeNbake Bit of New Scientist, this weeks an last weeks, and Watership Down"
sadness,"Omg, someone just left me a voicemail at work    ffs let me have a day off"
neutral,might go to bed? No nightmares about bad grades tonight please!  Hmm!
neutral,Environmental project
sadness,@ArtyTheCat oh noes I missed you again.
neutral,@NDM_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend
sadness,@wita  Still think it's unfair that Infamous isn't on PC. =/
neutral,@kaiminoeau why have i not heard of said show?
sadness,"ok, twitter doesnt like me   i must be really dumb...how do i send a msg?"
neutral,@avalm  i can never tells mommy!  or they will be means to me...
neutral,doin homework ugh
neutral,in my room its too damn warm! windows open but im still cooking !
sadness,Wanting to go out... apparently no ones available!
neutral,"@frphoto pictures of your bliss?  In JPEG format?  Sorry, it's message board terminology and u don't play w/us on the boards"
sadness,They burnt my zuccini
sadness,has such a freakin migraine
neutral,@paulie just saw some of the photos... he had his shirt off again didn't he..
neutral,@gregmike saw that across the street for manuels. fur coats must be in short supply somewhere
sadness,I miss vlogcandy
sadness,Why can't i find any jewellry for my dressssss?
sadness,epic fail with the chocolate fountain that got CLOGGED
